NO    : OWNER      SIZE         NAME
218   : dadi       5            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/yarl-1.18.3.dist-info/top_level.txt
219   : dadi       19           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/top_level.txt
220   : dadi       65           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/entry_points.txt
221   : dadi       9            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/tabulate-0.9.0.dist-info/top_level.txt
222   : dadi       44           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/tabulate-0.9.0.dist-info/entry_points.txt
223   : dadi       9            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/requests-2.32.3.dist-info/top_level.txt
224   : dadi       1066         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/eval_type_backport-0.2.2.dist-info/LICENSE.txt
225   : dadi       19           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/eval_type_backport-0.2.2.dist-info/top_level.txt
226   : dadi       11           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/frozenlist-1.5.0.dist-info/top_level.txt
227   : dadi       8            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/certifi-2025.1.31.dist-info/top_level.txt
228   : dadi       57           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/typer-0.15.2.dist-info/entry_points.txt
229   : dadi       967          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/numpy/_core/tests/data/umath-validation-set-README.txt
230   : dadi       1018         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/numpy/_core/include/numpy/random/LICENSE.txt
231   : dadi       3405         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/numpy/ma/API_CHANGES.txt
232   : dadi       588          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/aiohttp-3.11.14.dist-info/LICENSE.txt
233   : dadi       8            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/aiohttp-3.11.14.dist-info/top_level.txt
234   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
235   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
236   : dadi       4            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
237   : dadi       125          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
238   : dadi       12           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/shellingham-1.5.4.dist-info/top_level.txt
239   : dadi       110423       /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pyarrow-19.0.1.dist-info/LICENSE.txt
240   : dadi       3032         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pyarrow-19.0.1.dist-info/NOTICE.txt
241   : dadi       18           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pyarrow-19.0.1.dist-info/top_level.txt
242   : dadi       50           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/together-1.5.2.dist-info/entry_points.txt
243   : dadi       10           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/propcache-0.3.1.dist-info/top_level.txt
244   : dadi       10           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/multidict-6.2.0.dist-info/top_level.txt
245   : dadi       855          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pyarrow/src/arrow/python/CMakeLists.txt
246   : dadi       837          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pyarrow/src/arrow/python/vendored/CMakeLists.txt
247   : dadi       493          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/pip/_vendor/vendor.txt
248   : dadi       5            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/tqdm-4.67.1.dist-info/top_level.txt
249   : dadi       39           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib/python3.12/site-packages/tqdm-4.67.1.dist-info/entry_points.txt
250   : dadi       4            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pillow-11.1.0.dist-info/top_level.txt
251   : dadi       53           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pygments-2.19.1.dist-info/entry_points.txt
252   : dadi       47755        /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/numpy-2.2.4.dist-info/LICENSE.txt
253   : dadi       172          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/numpy-2.2.4.dist-info/entry_points.txt
254   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/urllib3-2.3.0.dist-info/licenses/LICENSE.txt
255   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/click-8.1.8.dist-info/LICENSE.txt
256   : dadi       10           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/aiosignal-1.3.2.dist-info/top_level.txt
257   : dadi       58           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/markdown_it_py-3.0.0.dist-info/entry_points.txt
258   : dadi       5            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/yarl-1.18.3.dist-info/top_level.txt
259   : dadi       19           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/top_level.txt
260   : dadi       65           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/entry_points.txt
261   : dadi       9            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/tabulate-0.9.0.dist-info/top_level.txt
262   : dadi       44           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/tabulate-0.9.0.dist-info/entry_points.txt
263   : dadi       9            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/requests-2.32.3.dist-info/top_level.txt
264   : dadi       1066         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/eval_type_backport-0.2.2.dist-info/LICENSE.txt
265   : dadi       19           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/eval_type_backport-0.2.2.dist-info/top_level.txt
266   : dadi       11           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/frozenlist-1.5.0.dist-info/top_level.txt
267   : dadi       8            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/certifi-2025.1.31.dist-info/top_level.txt
268   : dadi       57           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/typer-0.15.2.dist-info/entry_points.txt
269   : dadi       967          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/numpy/_core/tests/data/umath-validation-set-README.txt
270   : dadi       1018         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/numpy/_core/include/numpy/random/LICENSE.txt
271   : dadi       3405         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/numpy/ma/API_CHANGES.txt
272   : dadi       588          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/aiohttp-3.11.14.dist-info/LICENSE.txt
273   : dadi       8            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/aiohttp-3.11.14.dist-info/top_level.txt
274   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
275   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
276   : dadi       4            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
277   : dadi       125          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
278   : dadi       12           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/shellingham-1.5.4.dist-info/top_level.txt
279   : dadi       110423       /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pyarrow-19.0.1.dist-info/LICENSE.txt
280   : dadi       3032         /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pyarrow-19.0.1.dist-info/NOTICE.txt
281   : dadi       18           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pyarrow-19.0.1.dist-info/top_level.txt
282   : dadi       50           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/together-1.5.2.dist-info/entry_points.txt
283   : dadi       10           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/propcache-0.3.1.dist-info/top_level.txt
284   : dadi       10           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/multidict-6.2.0.dist-info/top_level.txt
285   : dadi       855          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pyarrow/src/arrow/python/CMakeLists.txt
286   : dadi       837          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pyarrow/src/arrow/python/vendored/CMakeLists.txt
287   : dadi       493          /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/pip/_vendor/vendor.txt
288   : dadi       5            /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/tqdm-4.67.1.dist-info/top_level.txt
289   : dadi       39           /home/dadi/Desktop/Labs_6th sem/OS_Lab/env/lib64/python3.12/site-packages/tqdm-4.67.1.dist-info/entry_points.txt
290   : dadi       1308         /home/dadi/Desktop/Labs_6th sem/OS_Lab/reader_writer.txt
291   : dadi       411          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/sleeping_barber.txt
292   : dadi       143          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/TSL/TestAndSet.txt
293   : dadi       172          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/TSL/ASM_TSL.txt
294   : dadi       207          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/TSL/CompareAndSwap.txt
295   : dadi       497          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/producer_consumer.txt
296   : dadi       442          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/producer_consumer_semaphore.txt
297   : dadi       902          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/writer_priorityreader_writer.txt
298   : dadi       288          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/reader_writer.txt
299   : dadi       389          /home/dadi/Desktop/Labs_6th sem/OS_Lab/classical_problems.zip/peterson_solution.txt
300   : dadi       2111         /home/dadi/Desktop/Labs_6th sem/OS_Lab/problems_classical.txt
301   : dadi       1015         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/A2_22CS10020/Score.txt
302   : dadi       341          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/Score.txt
303   : dadi       11           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/biopython-1.85.dist-info/top_level.txt
304   : dadi       47755        /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/numpy-2.2.4.dist-info/LICENSE.txt
305   : dadi       172          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/numpy-2.2.4.dist-info/entry_points.txt
306   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/urllib3-2.3.0.dist-info/licenses/LICENSE.txt
307   : dadi       19           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/top_level.txt
308   : dadi       65           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/entry_points.txt
309   : dadi       9            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/requests-2.32.3.dist-info/top_level.txt
310   : dadi       8            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/certifi-2025.1.31.dist-info/top_level.txt
311   : dadi       967          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/numpy/_core/tests/data/umath-validation-set-README.txt
312   : dadi       1018         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/numpy/_core/include/numpy/random/LICENSE.txt
313   : dadi       3405         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/numpy/ma/API_CHANGES.txt
314   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
315   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
316   : dadi       4            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
317   : dadi       125          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
318   : dadi       493          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib/python3.12/site-packages/pip/_vendor/vendor.txt
319   : dadi       11           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/biopython-1.85.dist-info/top_level.txt
320   : dadi       47755        /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/numpy-2.2.4.dist-info/LICENSE.txt
321   : dadi       172          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/numpy-2.2.4.dist-info/entry_points.txt
322   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/urllib3-2.3.0.dist-info/licenses/LICENSE.txt
323   : dadi       19           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/top_level.txt
324   : dadi       65           /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/entry_points.txt
325   : dadi       9            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/requests-2.32.3.dist-info/top_level.txt
326   : dadi       8            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/certifi-2025.1.31.dist-info/top_level.txt
327   : dadi       967          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/numpy/_core/tests/data/umath-validation-set-README.txt
328   : dadi       1018         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/numpy/_core/include/numpy/random/LICENSE.txt
329   : dadi       3405         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/numpy/ma/API_CHANGES.txt
330   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
331   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
332   : dadi       4            /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
333   : dadi       125          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
334   : dadi       493          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A2_22CS10020/env/lib64/python3.12/site-packages/pip/_vendor/vendor.txt
335   : dadi       506          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A1_22CS10020/A1_2UV0.txt
336   : dadi       660          /home/dadi/Desktop/Labs_6th sem/ComputationalBiophysics/A1_22CS10020/README.txt
337   : dadi       6978         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/data.txt
338   : dadi       1060         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/Faker-35.0.0.dist-info/LICENSE.txt
339   : dadi       6            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/Faker-35.0.0.dist-info/top_level.txt
340   : dadi       110          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/Faker-35.0.0.dist-info/entry_points.txt
341   : dadi       4            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/six-1.17.0.dist-info/top_level.txt
342   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/python_dateutil-2.9.0.post0.dist-info/top_level.txt
343   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
344   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
345   : dadi       4            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
346   : dadi       125          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
347   : dadi       493          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib/python3.12/site-packages/pip/_vendor/vendor.txt
348   : dadi       1060         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/Faker-35.0.0.dist-info/LICENSE.txt
349   : dadi       6            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/Faker-35.0.0.dist-info/top_level.txt
350   : dadi       110          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/Faker-35.0.0.dist-info/entry_points.txt
351   : dadi       4            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/six-1.17.0.dist-info/top_level.txt
352   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/python_dateutil-2.9.0.post0.dist-info/top_level.txt
353   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
354   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
355   : dadi       4            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
356   : dadi       125          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
357   : dadi       493          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_2/venv/lib64/python3.12/site-packages/pip/_vendor/vendor.txt
358   : dadi       170          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/instructions.txt
359   : dadi       402          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/requirements.txt
360   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/jinja2-3.1.5.dist-info/LICENSE.txt
361   : dadi       58           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/jinja2-3.1.5.dist-info/entry_points.txt
362   : dadi       11           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/SQLAlchemy-2.0.38.dist-info/top_level.txt
363   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/flask-3.1.0.dist-info/LICENSE.txt
364   : dadi       40           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/flask-3.1.0.dist-info/entry_points.txt
365   : dadi       12           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/Flask_Login-0.6.3.dist-info/top_level.txt
366   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/psycopg2-2.9.10.dist-info/top_level.txt
367   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/LICENSE.txt
368   : dadi       11           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/MarkupSafe-3.0.2.dist-info/top_level.txt
369   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/urllib3-2.3.0.dist-info/licenses/LICENSE.txt
370   : dadi       1054         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/blinker-1.9.0.dist-info/LICENSE.txt
371   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/click-8.1.8.dist-info/LICENSE.txt
372   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/gunicorn-23.0.0.dist-info/top_level.txt
373   : dadi       113          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/gunicorn-23.0.0.dist-info/entry_points.txt
374   : dadi       19           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/top_level.txt
375   : dadi       65           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/charset_normalizer-3.4.1.dist-info/entry_points.txt
376   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/requests-2.32.3.dist-info/top_level.txt
377   : dadi       8            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/certifi-2025.1.31.dist-info/top_level.txt
378   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/itsdangerous-2.2.0.dist-info/LICENSE.txt
379   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/werkzeug-3.1.3.dist-info/LICENSE.txt
380   : dadi       8            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/mysqlclient-2.2.7.dist-info/top_level.txt
381   : dadi       1093         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/pip-24.0.dist-info/LICENSE.txt
382   : dadi       10388        /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/pip-24.0.dist-info/AUTHORS.txt
383   : dadi       4            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/pip-24.0.dist-info/top_level.txt
384   : dadi       125          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/pip-24.0.dist-info/entry_points.txt
385   : dadi       9            /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/greenlet-3.1.1.dist-info/top_level.txt
386   : dadi       493          /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/pip/_vendor/vendor.txt
387   : dadi       8239         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib/python3.12/site-packages/sqlalchemy/dialects/type_migration_guidelines.txt
388   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/jinja2-3.1.5.dist-info/LICENSE.txt
389   : dadi       58           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/jinja2-3.1.5.dist-info/entry_points.txt
390   : dadi       11           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/SQLAlchemy-2.0.38.dist-info/top_level.txt
391   : dadi       1475         /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/flask-3.1.0.dist-info/LICENSE.txt
392   : dadi       40           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/flask-3.1.0.dist-info/entry_points.txt
393   : dadi       12           /home/dadi/Desktop/Labs_6th sem/DBMS_Lab/Assignment_4/env/lib64/python3.12/site-packages/Flask_Login-0.6.3.dist-info/top_level.txt
